Student ID,School,Gender,Class level,Parental educational level,Week1_attendance,Week2_attendance,Week3_attendance,Week4_attendance,Week5_attendance,Week6_attendance,Week7_attendance,Week8_attendance,Week9_attendance,Week10_attendance,Week11_attendance,Week12_attendance,Week13_attendance,Week14_attendance,Semester 1 average,Semester 2 average,Semester difference,Household income level,Family dropout history,Child labor involvement,Travel time to school,Mode of transport,Teacher relationship quality,Peer relationship quality,Extra-curricular activities,Section,Household income level (standardized),Travel time to school (minutes),grade_number,stream_letter,subgroup,level_prefix,long_commute_flag,long_walk_flag,attendance_rate,low_attendance_weeks,academic_domain,attendance_domain,income_score,family_dropout_penalty,child_labor_penalty,socioeconomic_domain,teacher_rel_score,peer_rel_score,has_extracurricular,engagement_domain,accessibility_domain,cluster,dropout_risk
497,Ayeduase RC,Male,6,Tertiary,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50.99,2.64,-48.35,3,No,Sometimes,20 minutes,Walking,Good,Good,Sports,,High,20,6,,,,0,0,0.9142857142857144,1,21.452,91.42857142857143,100,0.0,,44.26929392446634,100,100,100,100.0,93.33333333333333,0,Medium
498,Ayeduase RC,Male,6B2,SHS,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.07,76.11,25.04,2,No,Yes,1 hour,Public transport,Poor,Average,Sports,,Average,60,6,B,2.0,,0,0,0.9142857142857143,1,55.88,91.42857142857143,50,0.0,-30.0,20.0,0,50,100,40.0,80.0,2,Low
499,Weweso MA,Female,4,Tertiary,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.75,1.0,0.0,53.13,71.32,18.18999999999999,2,No,Sometimes,6 minutes,Walking,Good,Good,Arts & Performance,,Average,6,4,,,,0,0,0.8678571428571428,1,53.418,86.78571428571428,50,0.0,,44.26929392446634,100,100,100,100.0,98.0,2,Low
500,Ayeduase RC,Male,6B,JHS,1.0,0.8,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,45.99,7.06,-38.93,2,No,Yes,60 minutes,Private transport,Good,Good,Arts & Performance,,Average,60,6,B,,,0,0,0.9428571428571428,0,21.22,94.28571428571428,50,0.0,-30.0,20.0,100,100,100,100.0,80.0,0,Medium
501,Ayeduase RC,Male,JHS 2,Tertiary,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,1.0,52.02,82.53,30.51,2,No,No,30 minutes,Walking,Good,Good,Arts & Performance,,Average,30,8,,,JHS,0,0,0.8571428571428571,2,59.92200000000001,85.71428571428571,50,0.0,0.0,50.0,100,100,100,100.0,90.0,2,Low
502,Ayeduase RC,Female,4B,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.0,33.29,1.6,-31.69,2,Yes,No,90 minutes,Walking,Good,Average,Passive screen time,,Average,90,4,B,,,0,0,0.8642857142857142,1,13.956000000000001,86.42857142857142,50,-30.0,0.0,20.0,100,50,100,80.0,80.0,0,Medium
503,Weweso MA,Male,5B1,Tertiary,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,56.68,5.77,-50.91,3,No,Yes,30 minutes,Walking,Poor,Average,Arts & Performance,,High,30,5,B,1.0,,0,0,0.8892857142857142,2,24.98,88.92857142857142,100,0.0,-30.0,70.0,0,50,100,40.0,90.0,1,High
504,Weweso MA,Female,JHS 1,SHS,1.0,1.0,0.8,0.0,0.4,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.8,44.53,7.28,-37.25,2,No,Yes,40 minutes,Walking,Poor,Poor,Academic/Clubs,,Average,40,7,,,JHS,0,0,0.8035714285714286,3,20.724,80.35714285714286,50,0.0,-30.0,20.0,0,0,100,20.0,86.66666666666667,1,High
505,Weweso MA,Male,JHS 2,SHS,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.75,1.0,52.01,62.73259779510466,10.72259779510466,2,Not sure,No,6 minutes,Public transport,Poor,Poor,Arts & Performance,,Average,6,8,,,JHS,0,0,0.8285714285714285,2,48.0415586770628,82.85714285714285,50,,0.0,44.26929392446634,0,0,100,20.0,98.0,1,High
506,Weweso MA,Male,6A,Tertiary,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,51.37,69.89,18.52,3,No,Yes,30mins,Public transport,Poor,Good,,,High,30,6,A,,,0,0,0.8642857142857144,1,52.208000000000006,86.42857142857144,100,0.0,-30.0,70.0,0,100,0,40.0,90.0,1,High
507,Ayeduase RC,Male,6B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,1.0,0.25,1.0,18.95,3.64,-15.31,2,Yes,No,10 minutes,Public transport,Good,Good,Sports,,Average,10,6,B,2.0,,0,0,0.8964285714285715,1,9.036,89.64285714285715,50,-30.0,0.0,20.0,100,100,100,100.0,96.66666666666667,0,Medium
508,Weweso MA,Female,6A,Tertiary,0.25,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,47.78,7.26,-40.52,3,No,Sometimes,60min,Walking,Good,Average,Academic/Clubs,,High,60,6,A,,,0,0,0.8035714285714286,3,22.016000000000002,80.35714285714286,100,0.0,,44.26929392446634,100,50,100,80.0,80.0,1,High
509,Ayeduase RC,Female,6A,Tertiary,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,62.67,0.0,-62.67,2,Yes,Sometimes,9min,Private transport,Good,Good,Arts & Performance,,Average,9,6,A,,,0,0,0.9285714285714286,1,25.068,92.85714285714286,50,-30.0,,44.26929392446634,100,100,100,100.0,97.0,0,Medium
510,Weweso MA,Male,JHS 1B1,JHS,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,79.18,73.32,-5.860000000000014,3,No,Yes,10 minutes,Walking,Good,Good,Arts & Performance,,High,10,7,B,1.0,JHS,0,0,0.8678571428571429,2,61.0,86.78571428571429,100,0.0,-30.0,70.0,100,100,100,100.0,96.66666666666667,2,Low
511,Weweso MA,Male,5,Tertiary,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,43.15,5.6,-37.55,2,No,No,12min,Private transport,Good,Poor,Academic/Clubs,,Average,12,5,,,,0,0,0.8678571428571429,2,19.5,86.78571428571429,50,0.0,0.0,50.0,100,0,100,60.0,96.0,0,Medium
512,Weweso MA,Male,6A,SHS,0.8,1.0,0.25,1.0,1.0,1.0,0.0,0.8,1.0,1.0,1.0,0.25,1.0,1.0,53.05,89.99,36.94,3,Not sure,No,20 minutes,Public transport,Average,Average,Academic/Clubs,,High,20,6,A,,,0,0,0.7928571428571428,3,64.604,79.28571428571428,100,,0.0,44.26929392446634,50,50,100,60.0,93.33333333333333,1,High
513,Ayeduase RC,Female,6,SHS,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,51.55,62.55,11.0,2,Yes,Sometimes,30 minutes,Walking,Good,Good,Academic/Clubs,,Average,30,6,,,,0,0,0.9500000000000001,0,47.84,95.0,50,-30.0,,44.26929392446634,100,100,100,100.0,90.0,2,Low
514,Weweso MA,Male,JHS 1,JHS,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2,1.0,1.0,0.8,1.0,1.0,44.78,56.23,11.45,2,Not sure,Yes,60min,Public transport,Average,Poor,Passive screen time,,Average,60,7,,,JHS,0,0,0.7142857142857143,4,42.694,71.42857142857143,50,,-30.0,44.26929392446634,50,0,100,40.0,80.0,1,High
515,Weweso MA,Male,5B,JHS,1.0,0.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,52.45,5.74,-46.71,3,Yes,Sometimes,50min,Public transport,Good,Poor,Academic/Clubs,,High,50,5,B,,,0,0,0.8142857142857143,3,23.276000000000003,81.42857142857143,100,-30.0,,44.26929392446634,100,0,100,60.0,83.33333333333333,1,High
516,Weweso MA,Male,JHS 1,Tertiary,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.96,8.4,-43.56,3,No,Sometimes,90 minutes,Walking,Good,Good,Sports,,High,90,7,,,JHS,0,0,0.9285714285714286,1,24.144000000000002,92.85714285714286,100,0.0,,44.26929392446634,100,100,100,100.0,80.0,0,Medium
517,Weweso MA,Male,4B,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,56.16,76.42,20.26000000000001,1,No,No,4 minutes,Private transport,Poor,Good,Arts & Performance,,Low,4,4,B,,,0,0,0.9464285714285714,1,57.083999999999996,94.64285714285714,0,0.0,0.0,0.0,0,100,100,60.0,98.66666666666667,2,Low
518,Weweso MA,Male,JHS 2,SHS,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.4,1.0,51.34,7.99,-43.35,2,Not sure,Sometimes,30 minutes,Walking,Good,Good,Sports,,Average,30,8,,,JHS,0,0,0.9214285714285715,1,23.732000000000003,92.14285714285715,50,,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
519,Weweso MA,Female,6A,SHS,1.0,0.2,1.0,0.6,1.0,1.0,1.0,0.6,0.5,1.0,0.8,0.6,0.0,1.0,51.47,22.0,-29.47,3,No,Yes,60min,Private transport,Average,Poor,Arts & Performance,,High,60,6,A,,,0,0,0.7357142857142858,2,29.388,73.57142857142858,100,0.0,-30.0,70.0,50,0,100,40.0,80.0,1,High
520,Weweso MA,Male,4B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,51.2,7.8,-43.40000000000001,3,Not sure,Yes,60min,Public transport,Average,Good,Arts & Performance,,High,60,4,B,,,0,0,0.9428571428571428,1,23.600000000000005,94.28571428571428,100,,-30.0,44.26929392446634,50,100,100,80.0,80.0,0,Medium
521,Ayeduase RC,Female,4,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.45,68.29,15.84,2,No,Sometimes,10 Minutes,Public transport,Good,Good,Academic/Clubs,,Average,10,4,,,,0,0,1.0,0,51.464000000000006,100.0,50,0.0,,44.26929392446634,100,100,100,100.0,96.66666666666667,2,Low
522,Weweso MA,Female,7B2,Tertiary,0.4,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.1,65.0,12.9,3,No,No,60 minutes,Walking,Average,Good,Academic/Clubs,,High,60,7,B,2.0,,0,0,0.8142857142857143,3,49.42,81.42857142857143,100,0.0,0.0,100.0,50,100,100,80.0,80.0,1,High
523,Weweso MA,Male,6,JHS,0.0,1.0,1.0,1.0,0.2,1.0,1.0,0.75,1.0,1.0,0.6,0.75,0.2,1.0,52.73,2.52,-50.20999999999999,2,Not sure,No,40 minutes,Walking,Average,Good,Arts & Performance,,Average,40,6,,,,0,0,0.75,3,22.099999999999998,75.0,50,,0.0,44.26929392446634,50,100,100,80.0,86.66666666666667,1,High
524,Weweso MA,Male,JHS 1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,56.92,99.94,43.02,3,No,No,15 minutes,Walking,Average,Good,Arts & Performance,,High,15,7,,,JHS,0,0,0.9821428571428571,0,71.348,98.21428571428571,100,0.0,0.0,100.0,50,100,100,80.0,95.0,2,Low
525,Ayeduase RC,Female,5B1,SHS,0.2,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,49.3,7.01,-42.29,3,Yes,No,30min,Walking,Poor,Poor,Arts & Performance,,High,30,5,B,1.0,,0,0,0.8928571428571429,1,22.524,89.28571428571429,100,-30.0,0.0,70.0,0,0,100,20.0,90.0,1,High
526,Weweso MA,Female,5A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,51.97,1.8,-50.17,2,No,No,40 minutes,Public transport,Good,Average,Sports,,Average,40,5,A,,,0,0,0.9464285714285714,1,21.508,94.64285714285714,50,0.0,0.0,50.0,100,50,100,80.0,86.66666666666667,0,Medium
527,Weweso MA,Female,4,JHS,1.0,1.0,0.4,1.0,0.8,1.0,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.6,47.03,3.37,-43.66,1,No,Sometimes,10 Minutes,Public transport,Average,Good,Arts & Performance,,Low,10,4,,,,0,0,0.7892857142857143,2,20.16,78.92857142857143,0,0.0,,44.26929392446634,50,100,100,80.0,96.66666666666667,0,Medium
528,Weweso MA,Male,5A,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,1.0,35.9,3.58,-32.32,3,No,No,8min,Walking,Good,Good,Arts & Performance,,High,8,5,A,,,0,0,0.8857142857142858,1,15.792,88.57142857142858,100,0.0,0.0,100.0,100,100,100,100.0,97.33333333333333,0,Medium
529,Weweso MA,Male,6,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,53.05,8.55,-44.5,2,No,No,8 minutes,Public transport,Good,Good,Academic/Clubs,,Average,8,6,,,,0,0,0.8571428571428571,2,24.64,85.71428571428571,50,0.0,0.0,50.0,100,100,100,100.0,97.33333333333333,0,Medium
530,Weweso MA,Female,6A,SHS,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,1.0,43.55,81.32,37.77,2,Yes,Yes,120 minutes,Walking,Average,Good,Academic/Clubs,,Average,120,6,A,,,0,0,0.8571428571428571,2,57.501999999999995,85.71428571428571,50,-30.0,-30.0,0.0,50,100,100,80.0,80.0,2,Low
531,Weweso MA,Female,6B,Tertiary,1.0,1.0,1.0,1.0,0.8,1.0,0.2,1.0,1.0,1.0,1.0,0.8,0.2,1.0,51.85,45.0,-6.850000000000001,2,No,No,10 Minutes,Walking,Good,Average,Academic/Clubs,,Average,10,6,B,,,0,0,0.8571428571428571,2,38.74,85.71428571428571,50,0.0,0.0,50.0,100,50,100,80.0,96.66666666666667,2,Low
532,Weweso MA,Male,JHS 2,JHS,0.2,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.01,4.214915317913803,-45.7950846820862,2,No,No,1 hour,Private transport,Average,Good,Arts & Performance,,Average,60,8,,,JHS,0,0,0.7821428571428571,3,21.689966127165523,78.21428571428571,50,0.0,0.0,50.0,50,100,100,80.0,80.0,1,High
533,Weweso MA,Male,4B1,Tertiary,1.0,0.4,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.75,52.49,3.25,-49.24,1,Not sure,Yes,300min,Public transport,Good,Poor,Arts & Performance,,Low,300,4,B,1.0,,1,0,0.817857142857143,2,22.296000000000003,81.78571428571429,0,,-30.0,44.26929392446634,100,0,100,60.0,40.0,1,High
534,Weweso MA,Male,6A,JHS,0.4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,46.05,6.45,-39.59999999999999,3,No,No,15 minutes,Walking,Good,Good,,,High,15,6,A,,,0,0,0.7607142857142858,4,21.0,76.07142857142858,100,0.0,0.0,100.0,100,100,0,80.0,95.0,1,High
535,Weweso MA,Female,6B,JHS,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.75,52.76,71.51,18.75000000000001,3,No,Yes,60 minutes,Walking,Poor,Average,Chores/Duties,,High,60,6,B,,,0,0,0.8964285714285715,1,53.458,89.64285714285715,100,0.0,-30.0,70.0,0,50,100,40.0,80.0,1,High
536,Weweso MA,Male,4B,JHS,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.75,47.69,7.245535314402419,-40.44446468559758,3,No,Yes,15 Minutes,Private transport,Good,Good,Passive screen time,,High,15,4,B,,,0,0,0.8678571428571428,2,21.97421412576097,86.78571428571428,100,0.0,-30.0,70.0,100,100,100,100.0,95.0,0,Medium
537,Weweso MA,Female,7B3,Tertiary,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,52.18,6.83,-45.35,3,Yes,Yes,60 minutes,Public transport,Good,Good,Academic/Clubs,,High,60,7,B,3.0,,0,0,0.875,1,23.604,87.5,100,-30.0,-30.0,40.0,100,100,100,100.0,80.0,0,Medium
538,Weweso MA,Female,JHS 1,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.65,77.16,25.51,3,Yes,Sometimes,6 minutes,Public transport,Average,Average,Arts & Performance,,High,6,7,,,JHS,0,0,1.0,0,56.626000000000005,100.0,100,-30.0,,44.26929392446634,50,50,100,60.0,98.0,2,Low
539,Weweso MA,Male,6B,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.2,1.0,0.2,1.0,62.43,83.49,21.06,1,No,Yes,6 minutes,Walking,Poor,Average,Arts & Performance,,Low,6,6,B,,,0,0,0.857142857142857,2,62.58,85.7142857142857,0,0.0,-30.0,0.0,0,50,100,40.0,98.0,2,Low
540,Weweso MA,Female,JHS 1,Tertiary,1.0,1.0,0.6,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.4,0.2,53.07,77.45,24.38,3,Not sure,No,60min,Walking,Good,Poor,Arts & Performance,,High,60,7,,,JHS,0,0,0.8142857142857143,3,57.084,81.42857142857143,100,,0.0,44.26929392446634,100,0,100,60.0,80.0,1,High
541,Weweso MA,Female,JHS 1,SHS,1.0,1.0,1.0,1.0,0.75,0.4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.6,52.88,76.78,23.9,3,Yes,Yes,6 minutes,Walking,Good,Good,Academic/Clubs,,High,6,7,,,JHS,0,0,0.8928571428571429,1,56.644000000000005,89.28571428571429,100,-30.0,-30.0,40.0,100,100,100,100.0,98.0,2,Low
542,Weweso MA,Male,5B1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,51.96,81.65,29.69,2,Yes,Yes,10min,Public transport,Good,Average,Arts & Performance,,Average,10,5,B,1.0,,0,0,0.9464285714285714,1,59.382000000000005,94.64285714285714,50,-30.0,-30.0,0.0,100,50,100,80.0,96.66666666666667,2,Low
543,Weweso MA,Female,5,Tertiary,0.8,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.25,1.0,53.36,3.99,-49.37,2,Yes,Sometimes,19min,Walking,Good,Good,Passive screen time,,Average,19,5,,,,0,0,0.8464285714285715,2,22.94,84.64285714285715,50,-30.0,,44.26929392446634,100,100,100,100.0,93.66666666666667,0,Medium
544,Ayeduase RC,Female,4B2,Tertiary,0.4,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.31,4.35,-47.96,1,Not sure,No,1 hour,Public transport,Average,Good,Sports,,Low,60,4,B,2.0,,0,0,0.9428571428571428,1,22.664,94.28571428571428,0,,0.0,44.26929392446634,50,100,100,80.0,80.0,0,Medium
545,Ayeduase RC,Female,6B2,SHS,0.4,1.0,0.8,0.6,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,51.49,4.91,-46.58,3,Not sure,No,80 minutes,Public transport,Poor,Good,,,High,80,6,B,2.0,,0,0,0.8428571428571429,2,22.560000000000002,84.28571428571429,100,,0.0,44.26929392446634,0,100,0,40.0,80.0,1,High
546,Weweso MA,Male,JHS 1,SHS,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.63,80.79,28.16,2,Yes,No,30 minutes,Private transport,Good,Good,Arts & Performance,,Average,30,7,,,JHS,0,0,0.9678571428571429,0,59.00000000000001,96.78571428571429,50,-30.0,0.0,20.0,100,100,100,100.0,90.0,2,Low
547,Weweso MA,Male,7B3,Tertiary,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.8,1.0,0.25,0.0,52.07,87.11,35.04,1,No,Yes,9min,Walking,Good,Poor,Arts & Performance,,Low,9,7,B,3.0,,0,0,0.6821428571428572,4,62.68000000000001,68.21428571428572,0,0.0,-30.0,0.0,100,0,100,60.0,97.0,1,High
548,Ayeduase RC,Male,6B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.0,1.0,1.0,1.0,0.0,0.75,52.2,5.78,-46.42,2,No,Sometimes,4 minutes,Walking,Good,Good,Arts & Performance,,Average,4,6,B,2.0,,0,0,0.7678571428571429,3,23.192000000000004,76.78571428571429,50,0.0,,44.26929392446634,100,100,100,100.0,98.66666666666667,0,Medium
549,Weweso MA,Female,5A,JHS,0.25,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.6,45.94,80.14,34.2,2,Not sure,No,1 minute,Public transport,Average,Average,Arts & Performance,,Average,1,5,A,,,0,0,0.6678571428571428,5,57.272000000000006,66.78571428571428,50,,0.0,44.26929392446634,50,50,100,60.0,99.66666666666667,1,High
550,Weweso MA,Male,4,Tertiary,1.0,0.25,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.02,4.05,-46.97000000000001,1,No,Sometimes,20 minutes,Private transport,Poor,Poor,Arts & Performance,,Low,20,4,,,,0,0,0.9321428571428572,1,22.028000000000002,93.21428571428572,0,0.0,,44.26929392446634,0,0,100,20.0,93.33333333333333,1,High
551,Ayeduase RC,Female,5,Tertiary,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.65,2.23,-49.42,2,Not sure,Yes,45 minutes,Private transport,Good,Average,Arts & Performance,,Average,45,5,,,,0,0,0.9642857142857143,0,21.552,96.42857142857143,50,,-30.0,44.26929392446634,100,50,100,80.0,85.0,0,Medium
552,Weweso MA,Male,7B3,Tertiary,1.0,1.0,1.0,1.0,0.25,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.01,40.91,3.899999999999999,2,No,Sometimes,1 minute,Private transport,Good,Average,Arts & Performance,,Average,1,7,B,3.0,,0,0,0.8892857142857142,2,31.948,88.92857142857142,50,0.0,,44.26929392446634,100,50,100,80.0,99.66666666666667,0,Medium
553,Ayeduase RC,Male,5,Tertiary,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55.61,54.84,-0.769999999999996,3,Yes,No,30 minutes,Public transport,Good,Good,Academic/Clubs,,High,30,5,,,,0,0,0.9142857142857144,1,44.18000000000001,91.42857142857143,100,-30.0,0.0,70.0,100,100,100,100.0,90.0,2,Low
554,Weweso MA,Female,6A,JHS,1.0,1.0,0.4,1.0,0.4,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.4,4.83,-44.57,3,Yes,Yes,15 minutes,Walking,Good,Good,Academic/Clubs,,High,15,6,A,,,0,0,0.8571428571428571,3,21.692,85.71428571428571,100,-30.0,-30.0,40.0,100,100,100,100.0,95.0,0,Medium
555,Weweso MA,Male,JHS 1,Tertiary,1.0,1.0,0.4,1.0,1.0,1.0,0.8,1.0,0.6,1.0,1.0,1.0,1.0,1.0,50.98,80.6,29.62,2,No,No,40 minutes,Walking,Good,Poor,Academic/Clubs,,Average,40,7,,,JHS,0,0,0.9142857142857144,1,58.556000000000004,91.42857142857143,50,0.0,0.0,50.0,100,0,100,60.0,86.66666666666667,2,Low
556,Weweso MA,Male,6,SHS,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,42.03,85.01,42.98,3,No,Sometimes,15 minutes,Walking,Average,Good,Arts & Performance,,High,15,6,,,,0,0,0.8928571428571429,2,59.412000000000006,89.28571428571429,100,0.0,,44.26929392446634,50,100,100,80.0,95.0,2,Low
557,Weweso MA,Female,6B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,52.55,4.21,-48.34,3,No,Sometimes,10 Minutes,Walking,Good,Good,Arts & Performance,,High,10,6,B,2.0,,0,0,0.8714285714285713,2,22.704,87.14285714285714,100,0.0,,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
558,Weweso MA,Female,5A,JHS,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,30.62,77.57,46.94999999999999,3,Not sure,Sometimes,20 minutes,Private transport,Average,Average,Arts & Performance,,High,20,5,A,,,0,0,0.8107142857142857,2,52.666,81.07142857142857,100,,,44.26929392446634,50,50,100,60.0,93.33333333333333,1,High
559,Weweso MA,Male,6,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,51.52,73.57,22.04999999999999,2,No,Sometimes,120 minutes,Public transport,Good,Average,Arts & Performance,,Average,120,6,,,,0,0,0.9321428571428572,1,54.446,93.21428571428572,50,0.0,,44.26929392446634,100,50,100,80.0,80.0,2,Low
560,Ayeduase RC,Female,4A,JHS,0.2,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.08,61.4,9.32,2,No,Sometimes,30 minutes,Public transport,Good,Good,Arts & Performance,,Average,30,4,A,,,0,0,0.9285714285714286,1,47.256,92.85714285714286,50,0.0,,44.26929392446634,100,100,100,100.0,90.0,2,Low
561,Weweso MA,Female,7B3,JHS,0.2,0.8,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,1.0,0.2,1.0,53.24,2.0,-51.24,2,No,Sometimes,10 minutes,Walking,Poor,Good,Academic/Clubs,,Average,10,7,B,3.0,,0,0,0.7571428571428571,4,22.096000000000004,75.71428571428571,50,0.0,,44.26929392446634,0,100,100,60.0,96.66666666666667,1,High
562,Ayeduase RC,Female,5B,JHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,57.83,3.58,-54.25,2,No,Yes,1 hour,Walking,Good,Poor,Sports,,Average,60,5,B,,,0,0,0.9142857142857144,1,24.564,91.42857142857143,50,0.0,-30.0,20.0,100,0,100,60.0,80.0,0,Medium
563,Weweso MA,Male,6,SHS,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,49.2,0.0,-49.2,2,No,Yes,50 minutes,Walking,Good,Good,Arts & Performance,,Average,50,6,,,,0,0,0.9285714285714286,1,19.680000000000003,92.85714285714286,50,0.0,-30.0,20.0,100,100,100,100.0,83.33333333333333,0,Medium
564,Ayeduase RC,Female,JHS 1,Tertiary,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.0,0.75,66.78,5.67,-61.11,2,No,No,30 minutes,Walking,Good,Good,Arts & Performance,,Average,30,7,,,JHS,0,0,0.8642857142857142,1,28.980000000000004,86.42857142857142,50,0.0,0.0,50.0,100,100,100,100.0,90.0,0,Medium
